,Fighter,Head,Body,Leg,Distance,Clinch,Ground,Event
3068,Darren Stewart Karl Roberson,3 of 9  12 of 17,0 of 3  5 of 6,3 of 8  0 of 0,4 of 18  5 of 9,2 of 2  9 of 9,0 of 0  3 of 5,UFC Fight Night: Poirier vs. Pettis
3069,Michael Bisping Georges St-Pierre,20 of 92  41 of 92,1 of 6  5 of 12,6 of 8  13 of 15,25 of 104  39 of 92,0 of 0  1 of 1,2 of 2  19 of 26,UFC 217: Bisping vs. St-Pierre
3070,Cody Garbrandt TJ Dillashaw,16 of 47  12 of 49,2 of 5  1 of 12,0 of 1  7 of 20,17 of 50  14 of 74,0 of 0  0 of 0,1 of 3  6 of 7,UFC 217: Bisping vs. St-Pierre
3071,Joanna Jedrzejczyk Rose Namajunas,2 of 37  14 of 32,1 of 2  0 of 0,2 of 3  1 of 2,5 of 42  8 of 23,0 of 0  0 of 1,0 of 0  7 of 10,UFC 217: Bisping vs. St-Pierre
3072,Stephen Thompson Jorge Masvidal,49 of 117  9 of 79,17 of 34  5 of 13,4 of 5  28 of 50,70 of 155  39 of 137,0 of 1  3 of 5,0 of 0  0 of 0,UFC 217: Bisping vs. St-Pierre
3073,Johny Hendricks Paulo Costa,10 of 32  25 of 62,2 of 2  23 of 26,15 of 20  1 of 2,27 of 52  45 of 84,0 of 2  3 of 4,0 of 0  1 of 2,UFC 217: Bisping vs. St-Pierre
3074,James Vick Joe Duffy,27 of 107  9 of 42,10 of 21  7 of 14,5 of 9  9 of 10,34 of 126  24 of 64,4 of 4  1 of 2,4 of 7  0 of 0,UFC 217: Bisping vs. St-Pierre
3075,Walt Harris Mark Godbeer,17 of 31  2 of 13,4 of 7  1 of 1,0 of 0  0 of 1,5 of 19  2 of 14,1 of 1  1 of 1,15 of 18  0 of 0,UFC 217: Bisping vs. St-Pierre
3076,Ovince Saint Preux Corey Anderson,17 of 41  19 of 31,3 of 5  6 of 8,3 of 3  5 of 6,17 of 42  14 of 25,6 of 7  10 of 14,0 of 0  6 of 6,UFC 217: Bisping vs. St-Pierre
3077,Randy Brown Mickey Gall,35 of 64  7 of 16,3 of 3  0 of 0,3 of 3  0 of 0,7 of 22  3 of 11,4 of 5  0 of 0,30 of 43  4 of 5,UFC 217: Bisping vs. St-Pierre
3078,Aleksei Oleinik Curtis Blaydes,22 of 53  33 of 95,5 of 7  2 of 2,7 of 8  4 of 4,27 of 57  24 of 85,7 of 11  11 of 11,0 of 0  4 of 5,UFC 217: Bisping vs. St-Pierre
3079,Aiemann Zahabi Ricardo Ramos,38 of 95  30 of 74,8 of 10  3 of 8,0 of 0  9 of 12,39 of 96  38 of 89,7 of 9  0 of 1,0 of 0  4 of 4,UFC 217: Bisping vs. St-Pierre
3080,Derek Brunson Lyoto Machida,8 of 17  2 of 6,0 of 1  1 of 2,2 of 6  0 of 2,5 of 19  3 of 10,0 of 0  0 of 0,5 of 5  0 of 0,UFC Fight Night: Brunson vs. Machida
3081,Demian Maia Colby Covington,53 of 149  65 of 286,0 of 1  1 of 4,0 of 1  22 of 27,51 of 148  81 of 304,2 of 3  4 of 8,0 of 0  3 of 5,UFC Fight Night: Brunson vs. Machida
3082,Pedro Munhoz Rob Font,11 of 32  23 of 52,1 of 4  6 of 15,8 of 12  1 of 1,20 of 48  30 of 68,0 of 0  0 of 0,0 of 0  0 of 0,UFC Fight Night: Brunson vs. Machida
3083,Francisco Trinaldo Jim Miller,40 of 116  18 of 57,18 of 19  8 of 12,5 of 5  8 of 11,41 of 110  26 of 69,9 of 11  3 of 5,13 of 19  5 of 6,UFC Fight Night: Brunson vs. Machida
3084,Thiago Santos Jack Hermansson,22 of 66  4 of 21,5 of 9  0 of 3,1 of 4  1 of 4,17 of 56  5 of 28,4 of 7  0 of 0,7 of 16  0 of 0,UFC Fight Night: Brunson vs. Machida
3085,John Lineker Marlon Vera,33 of 96  21 of 68,33 of 58  10 of 24,11 of 17  18 of 25,58 of 144  43 of 108,7 of 12  6 of 9,12 of 15  0 of 0,UFC Fight Night: Brunson vs. Machida
3086,Vicente Luque Niko Price,39 of 86  21 of 90,3 of 6  0 of 4,19 of 21  4 of 5,57 of 104  24 of 95,1 of 1  1 of 4,3 of 8  0 of 0,UFC Fight Night: Brunson vs. Machida
3087,Antonio Carlos Junior Jack Marshman,9 of 23  0 of 13,0 of 2  1 of 1,2 of 2  0 of 1,5 of 16  1 of 15,0 of 1  0 of 0,6 of 10  0 of 0,UFC Fight Night: Brunson vs. Machida
3088,Hacran Dias Jared Gordon,28 of 98  92 of 191,2 of 6  9 of 19,2 of 2  0 of 0,31 of 103  29 of 112,1 of 3  11 of 15,0 of 0  61 of 83,UFC Fight Night: Brunson vs. Machida
3089,Elizeu Zaleski dos Santos Max Griffin,56 of 137  41 of 110,19 of 28  8 of 20,9 of 11  2 of 3,42 of 112  32 of 100,33 of 47  13 of 25,9 of 17  6 of 8,UFC Fight Night: Brunson vs. Machida
3090,Deiveson Figueiredo Jarred Brooks,9 of 31  26 of 46,10 of 17  4 of 5,0 of 0  0 of 1,12 of 40  6 of 21,7 of 8  7 of 10,0 of 0  17 of 21,UFC Fight Night: Brunson vs. Machida
3091,Marcelo Golm Christian Colombo,32 of 51  1 of 7,1 of 1  1 of 1,2 of 2  0 of 0,7 of 14  1 of 7,8 of 17  1 of 1,20 of 23  0 of 0,UFC Fight Night: Brunson vs. Machida
3092,Donald Cerrone Darren Till,2 of 8  23 of 54,5 of 8  0 of 0,7 of 8  1 of 1,13 of 23  18 of 40,1 of 1  4 of 11,0 of 0  2 of 4,UFC Fight Night: Cerrone vs. Till
3093,Karolina Kowalkiewicz Jodie Esquibel,95 of 284  37 of 116,28 of 44  17 of 48,4 of 5  11 of 11,95 of 294  57 of 166,27 of 34  4 of 5,5 of 5  4 of 4,UFC Fight Night: Cerrone vs. Till
3094,Jan Blachowicz Devin Clark,14 of 23  6 of 28,14 of 16  1 of 5,5 of 5  8 of 10,21 of 32  10 of 37,7 of 7  5 of 6,5 of 5  0 of 0,UFC Fight Night: Cerrone vs. Till
3095,Oskar Piechota Jonathan Wilson,40 of 72  9 of 50,8 of 12  2 of 3,8 of 9  6 of 7,30 of 64  17 of 60,12 of 13  0 of 0,14 of 16  0 of 0,UFC Fight Night: Cerrone vs. Till
3096,Marcin Held Nasrat Haqparast,17 of 84  18 of 63,1 of 4  5 of 7,1 of 1  4 of 5,15 of 80  24 of 70,0 of 1  2 of 3,4 of 8  1 of 2,UFC Fight Night: Cerrone vs. Till
3097,Damian Stasiak Brian Kelleher,26 of 86  55 of 118,8 of 17  7 of 11,9 of 9  17 of 18,42 of 111  48 of 109,1 of 1  8 of 12,0 of 0  23 of 26,UFC Fight Night: Cerrone vs. Till
3098,Sam Alvey Ramazan Emeev,12 of 45  28 of 60,7 of 8  5 of 6,10 of 17  5 of 5,14 of 52  22 of 49,14 of 17  16 of 22,1 of 1  0 of 0,UFC Fight Night: Cerrone vs. Till
3099,Artem Lobov Andre Fili,17 of 68  32 of 118,14 of 24  5 of 9,24 of 24  18 of 18,54 of 114  49 of 134,1 of 2  0 of 2,0 of 0  6 of 9,UFC Fight Night: Cerrone vs. Till
3100,Salim Touahri Warlley Alves,12 of 39  15 of 54,21 of 33  9 of 19,2 of 2  14 of 22,20 of 59  28 of 83,15 of 15  9 of 10,0 of 0  1 of 2,UFC Fight Night: Cerrone vs. Till
3101,Lina Lansberg Aspen Ladd,7 of 25  19 of 50,25 of 29  7 of 10,9 of 10  0 of 0,7 of 23  6 of 24,34 of 41  8 of 12,0 of 0  12 of 24,UFC Fight Night: Cerrone vs. Till
3102,Felipe Arantes Josh Emmett,32 of 119  43 of 182,5 of 9  14 of 19,6 of 6  10 of 10,43 of 133  45 of 163,0 of 1  0 of 0,0 of 0  22 of 48,UFC Fight Night: Cerrone vs. Till
3103,Tony Ferguson Kevin Lee,40 of 81  41 of 101,6 of 13  14 of 18,8 of 9  0 of 0,40 of 85  35 of 90,1 of 1  0 of 1,13 of 17  20 of 28,UFC 216: Ferguson vs. Lee
3104,Demetrious Johnson Ray Borg,24 of 34  8 of 21,34 of 37  4 of 6,6 of 10  1 of 2,16 of 28  7 of 21,10 of 11  5 of 7,38 of 42  1 of 1,UFC 216: Ferguson vs. Lee
3105,Fabricio Werdum Walt Harris,0 of 1  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,0 of 1  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,UFC 216: Ferguson vs. Lee
3106,Mara Romero Borella Kalindra Faria,2 of 4  0 of 3,0 of 0  0 of 0,1 of 1  0 of 1,1 of 3  0 of 4,0 of 0  0 of 0,2 of 2  0 of 0,UFC 216: Ferguson vs. Lee
3107,Beneil Dariush Evan Dunham,60 of 134  32 of 109,8 of 9  4 of 6,13 of 14  0 of 0,48 of 111  32 of 110,10 of 15  4 of 5,23 of 31  0 of 0,UFC 216: Ferguson vs. Lee
3108,Beneil Dariush Evan Dunham,60 of 134  32 of 109,8 of 9  4 of 6,13 of 14  0 of 0,48 of 111  32 of 110,10 of 15  4 of 5,23 of 31  0 of 0,UFC 216: Ferguson vs. Lee
3109,Tom Duquesnoy Cody Stamann,22 of 81  33 of 118,8 of 13  19 of 28,3 of 4  14 of 22,31 of 94  53 of 150,2 of 4  8 of 13,0 of 0  5 of 5,UFC 216: Ferguson vs. Lee
3110,Lando Vannata Bobby Green,67 of 180  66 of 195,19 of 32  15 of 22,18 of 20  12 of 15,89 of 206  74 of 210,6 of 9  19 of 22,9 of 17  0 of 0,UFC 216: Ferguson vs. Lee
3111,Lando Vannata Bobby Green,67 of 180  66 of 195,19 of 32  15 of 22,18 of 20  12 of 15,89 of 206  74 of 210,6 of 9  19 of 22,9 of 17  0 of 0,UFC 216: Ferguson vs. Lee
3112,Pearl Gonzalez Poliana Botelho,4 of 27  44 of 75,5 of 6  19 of 25,18 of 25  4 of 5,20 of 50  15 of 43,7 of 8  52 of 62,0 of 0  0 of 0,UFC 216: Ferguson vs. Lee
3113,Matt Schnell Marco Beltran,24 of 113  14 of 80,2 of 9  7 of 10,12 of 18  13 of 19,35 of 132  33 of 108,3 of 8  1 of 1,0 of 0  0 of 0,UFC 216: Ferguson vs. Lee
3114,John Moraga Bibulatov Magomed,3 of 8  2 of 6,1 of 2  2 of 3,4 of 4  1 of 1,7 of 13  4 of 9,0 of 0  0 of 0,1 of 1  1 of 1,UFC 216: Ferguson vs. Lee
3115,Thales Leites Brad Tavares,31 of 112  43 of 107,1 of 5  4 of 6,14 of 15  23 of 23,46 of 128  60 of 123,0 of 3  5 of 6,0 of 1  5 of 7,UFC 216: Ferguson vs. Lee
3116,Ovince Saint Preux Yushin Okami,0 of 0  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,UFC Fight Night: Saint Preux vs. Okami
3117,Claudia Gadelha Jessica Andrade,41 of 87  83 of 175,1 of 4  50 of 58,0 of 0  8 of 8,30 of 71  45 of 107,9 of 15  18 of 25,3 of 5  78 of 109,UFC Fight Night: Saint Preux vs. Okami
3118,Takanori Gomi Dong Hyun Ma,1 of 2  8 of 15,1 of 1  2 of 2,0 of 0  3 of 3,2 of 3  8 of 9,0 of 0  0 of 0,0 of 0  5 of 11,UFC Fight Night: Saint Preux vs. Okami
3119,Gokhan Saki Henrique da Silva,35 of 60  16 of 40,2 of 3  4 of 5,3 of 3  0 of 0,39 of 65  12 of 37,1 of 1  8 of 8,0 of 0  0 of 0,UFC Fight Night: Saint Preux vs. Okami
3120,Teruto Ishihara Rolando Dy,32 of 77  30 of 61,6 of 8  15 of 21,12 of 13  3 of 3,25 of 59  33 of 68,2 of 2  13 of 13,23 of 37  2 of 4,UFC Fight Night: Saint Preux vs. Okami
3121,Jussier Formiga Yuta Sasaki,6 of 18  6 of 16,1 of 1  9 of 13,2 of 3  1 of 3,9 of 22  14 of 30,0 of 0  2 of 2,0 of 0  0 of 0,UFC Fight Night: Saint Preux vs. Okami
3122,Keita Nakamura Alex Morono,11 of 60  32 of 113,14 of 22  3 of 6,2 of 4  3 of 4,27 of 85  37 of 122,0 of 1  1 of 1,0 of 0  0 of 0,UFC Fight Night: Saint Preux vs. Okami
3123,Syuri Kondo Chan-Mi Jeon,100 of 244  73 of 299,26 of 29  12 of 27,9 of 11  10 of 14,123 of 268  92 of 329,12 of 16  3 of 11,0 of 0  0 of 0,UFC Fight Night: Saint Preux vs. Okami
3124,Shinsho Anzai Luke Jumeau,36 of 68  29 of 70,13 of 20  7 of 12,2 of 7  13 of 13,22 of 56  19 of 59,28 of 35  30 of 36,1 of 4  0 of 0,UFC Fight Night: Saint Preux vs. Okami
3125,Daichi Abe Hyun Gyu Lim,35 of 137  26 of 108,4 of 7  4 of 6,24 of 39  13 of 19,54 of 172  43 of 133,3 of 5  0 of 0,6 of 6  0 of 0,UFC Fight Night: Saint Preux vs. Okami
3126,Luke Rockhold David Branch,40 of 61  13 of 42,8 of 13  10 of 12,10 of 11  2 of 2,21 of 32  17 of 46,3 of 7  8 of 10,34 of 46  0 of 0,UFC Fight Night: Rockhold vs. Branch
3127,Mike Perry Alex Reyes,10 of 17  1 of 7,0 of 0  4 of 5,1 of 1  1 of 1,4 of 11  3 of 10,6 of 6  3 of 3,1 of 1  0 of 0,UFC Fight Night: Rockhold vs. Branch
3128,Hector Lombard Anthony Smith,26 of 90  27 of 102,7 of 8  6 of 10,32 of 36  2 of 3,52 of 108  27 of 101,10 of 20  6 of 9,3 of 6  2 of 5,UFC Fight Night: Rockhold vs. Branch
3129,Gregor Gillespie Jason Gonzalez,19 of 53  17 of 36,1 of 3  5 of 7,0 of 0  0 of 0,12 of 34  16 of 36,1 of 6  5 of 5,7 of 16  1 of 2,UFC Fight Night: Rockhold vs. Branch
3130,Kamaru Usman Sergio Moraes,8 of 35  10 of 23,4 of 6  3 of 3,4 of 7  0 of 1,15 of 46  13 of 27,0 of 0  0 of 0,1 of 2  0 of 0,UFC Fight Night: Rockhold vs. Branch
3131,Justin Ledet Azunna Anyanwu,35 of 124  28 of 60,1 of 2  9 of 24,0 of 0  0 of 0,36 of 126  36 of 82,0 of 0  1 of 2,0 of 0  0 of 0,UFC Fight Night: Rockhold vs. Branch
3132,Anthony Rocco Martin Olivier Aubin-Mercier,13 of 37  10 of 33,1 of 2  3 of 5,1 of 2  7 of 8,9 of 35  10 of 33,2 of 2  3 of 3,4 of 4  7 of 10,UFC Fight Night: Rockhold vs. Branch
3133,Anthony Hamilton Daniel Spitz,0 of 1  5 of 5,0 of 0  0 of 1,0 of 0  0 of 0,0 of 1  1 of 2,0 of 0  0 of 0,0 of 0  4 of 4,UFC Fight Night: Rockhold vs. Branch
3134,Krzysztof Jotko Uriah Hall,40 of 85  15 of 32,3 of 4  6 of 7,1 of 1  5 of 5,15 of 42  19 of 33,15 of 27  0 of 0,14 of 21  7 of 11,UFC Fight Night: Rockhold vs. Branch
3135,Jason Saggo Gilbert Burns,11 of 60  27 of 77,9 of 14  8 of 10,15 of 18  7 of 8,30 of 84  31 of 78,2 of 3  6 of 10,3 of 5  5 of 7,UFC Fight Night: Rockhold vs. Branch
3136,Amanda Nunes Valentina Shevchenko,16 of 65  30 of 138,14 of 22  9 of 13,56 of 89  33 of 43,85 of 173  65 of 183,1 of 2  3 of 6,0 of 1  4 of 5,UFC 215: Nunes vs Shevchenko 2
3137,Neil Magny Rafael Dos Anjos,0 of 3  11 of 14,1 of 1  1 of 1,0 of 1  1 of 1,1 of 5  1 of 1,0 of 0  0 of 0,0 of 0  12 of 15,UFC 215: Nunes vs Shevchenko 2
3138,Henry Cejudo Wilson Reis,24 of 47  4 of 24,7 of 8  0 of 0,3 of 3  1 of 1,24 of 41  5 of 25,2 of 3  0 of 0,8 of 14  0 of 0,UFC 215: Nunes vs Shevchenko 2
3139,Ilir Latifi Tyson Pedro,38 of 73  12 of 25,5 of 5  8 of 12,1 of 1  11 of 17,13 of 38  21 of 43,4 of 6  8 of 9,27 of 35  2 of 2,UFC 215: Nunes vs Shevchenko 2
3140,Jeremy Stephens Gilbert Melendez,53 of 197  27 of 122,11 of 18  1 of 4,32 of 35  1 of 3,79 of 229  27 of 124,7 of 10  2 of 2,10 of 11  0 of 3,UFC 215: Nunes vs Shevchenko 2
3141,Sara McMann Ketlen Vieira,25 of 52  16 of 20,2 of 3  1 of 1,2 of 3  0 of 0,1 of 9  0 of 4,9 of 11  14 of 14,19 of 38  3 of 3,UFC 215: Nunes vs Shevchenko 2
3142,Sarah Moras Ashlee Evans-Smith,2 of 5  1 of 5,0 of 0  2 of 4,1 of 1  0 of 0,0 of 1  0 of 4,0 of 1  2 of 4,3 of 4  1 of 1,UFC 215: Nunes vs Shevchenko 2
3143,Gavin Tucker Ricky Glenn,14 of 69  96 of 182,5 of 8  40 of 47,4 of 5  6 of 8,12 of 64  31 of 68,9 of 15  23 of 39,2 of 3  88 of 130,UFC 215: Nunes vs Shevchenko 2
3144,Mitch Clarke Alex White,11 of 41  46 of 100,8 of 19  10 of 13,9 of 23  1 of 2,18 of 69  28 of 75,10 of 13  28 of 37,0 of 1  1 of 3,UFC 215: Nunes vs Shevchenko 2
3145,Luis Henrique Arjan Bhullar,18 of 95  23 of 48,9 of 14  1 of 2,5 of 5  0 of 0,26 of 101  14 of 34,6 of 13  5 of 8,0 of 0  5 of 8,UFC 215: Nunes vs Shevchenko 2
3146,Kajan Johnson Adriano Martins,7 of 29  8 of 21,12 of 21  0 of 0,7 of 13  8 of 10,24 of 61  16 of 31,0 of 0  0 of 0,2 of 2  0 of 0,UFC 215: Nunes vs Shevchenko 2
3147,Alexander Volkov Stefan Struve,84 of 178  26 of 125,18 of 27  8 of 27,33 of 48  7 of 10,114 of 214  41 of 162,3 of 11  0 of 0,18 of 28  0 of 0,UFC Fight Night: Volkov vs. Struve
3148,Siyar Bahadurzada Rob Wilkinson,36 of 74  11 of 30,7 of 7  4 of 6,0 of 0  9 of 10,18 of 43  22 of 43,14 of 16  2 of 3,11 of 22  0 of 0,UFC Fight Night: Volkov vs. Struve
3149,Marion Reneau Talita Bernardo,47 of 116  11 of 75,9 of 10  4 of 5,1 of 1  7 of 8,24 of 68  18 of 83,10 of 11  1 of 1,23 of 48  3 of 4,UFC Fight Night: Volkov vs. Struve
3150,Leon Edwards Bryan Barberena,13 of 40  28 of 65,3 of 4  9 of 10,7 of 7  7 of 12,21 of 49  17 of 56,2 of 2  23 of 24,0 of 0  4 of 7,UFC Fight Night: Volkov vs. Struve
3151,Darren Till Bojan Velickovic,42 of 79  16 of 109,1 of 1  2 of 7,6 of 7  16 of 28,32 of 67  32 of 141,1 of 1  0 of 1,16 of 19  2 of 2,UFC Fight Night: Volkov vs. Struve
3152,Mairbek Taisumov Felipe Silva,1 of 2  0 of 6,0 of 1  0 of 1,1 of 1  0 of 0,2 of 4  0 of 7,0 of 0  0 of 0,0 of 0  0 of 0,UFC Fight Night: Volkov vs. Struve
3153,Michel Prazeres Mads Burnell,21 of 38  4 of 21,5 of 10  5 of 8,0 of 0  1 of 1,11 of 31  8 of 27,4 of 5  2 of 3,11 of 12  0 of 0,UFC Fight Night: Volkov vs. Struve
3154,Rustam Khabilov Desmond Green,22 of 90  22 of 80,6 of 11  7 of 12,6 of 7  18 of 19,31 of 99  39 of 96,3 of 9  8 of 15,0 of 0  0 of 0,UFC Fight Night: Volkov vs. Struve
3155,Francimar Barroso Aleksandar Rakic,14 of 39  22 of 114,0 of 4  10 of 16,10 of 12  14 of 20,22 of 53  44 of 144,0 of 0  2 of 6,2 of 2  0 of 0,UFC Fight Night: Volkov vs. Struve
3156,Mike Santiago Zabit Magomedsharipov,6 of 40  34 of 52,7 of 14  8 of 10,11 of 13  3 of 3,10 of 46  25 of 41,14 of 21  8 of 11,0 of 0  12 of 13,UFC Fight Night: Volkov vs. Struve
3157,Bojan Mihajlovic Abdul-Kerim Edilov,1 of 12  59 of 105,0 of 1  16 of 17,0 of 0  2 of 3,1 of 11  9 of 22,0 of 1  6 of 12,0 of 1  62 of 91,UFC Fight Night: Volkov vs. Struve
3158,Thibault Gouti Andrew Holbrook,37 of 77  14 of 39,3 of 6  6 of 12,1 of 3  2 of 3,24 of 54  19 of 49,13 of 24  3 of 5,4 of 8  0 of 0,UFC Fight Night: Volkov vs. Struve
3159,Sergio Pettis Brandon Moreno,55 of 203  26 of 130,11 of 17  12 of 19,10 of 15  7 of 12,72 of 230  38 of 147,2 of 2  1 of 4,2 of 3  6 of 10,UFC Fight Night: Pettis vs. Moreno
3160,Randa Markos Alexa Grasso,40 of 106  44 of 133,5 of 7  7 of 10,0 of 0  13 of 14,29 of 91  47 of 137,6 of 9  13 of 16,10 of 13  4 of 4,UFC Fight Night: Pettis vs. Moreno
3161,Alan Jouban Niko Price,3 of 7  6 of 15,1 of 1  1 of 1,1 of 1  3 of 3,5 of 9  6 of 13,0 of 0  0 of 0,0 of 0  4 of 6,UFC Fight Night: Pettis vs. Moreno
3162,Martin Bravo Humberto Bandenay,0 of 1  3 of 5,1 of 1  1 of 1,0 of 1  1 of 1,1 of 3  3 of 5,0 of 0  0 of 0,0 of 0  2 of 2,UFC Fight Night: Pettis vs. Moreno
3163,Sam Alvey Rashad Evans,24 of 69  8 of 32,16 of 18  5 of 9,0 of 0  4 of 4,20 of 62  15 of 43,20 of 25  2 of 2,0 of 0  0 of 0,UFC Fight Night: Pettis vs. Moreno
3164,Alejandro Perez Andre Soukhamthath,22 of 107  26 of 86,6 of 9  9 of 11,16 of 25  8 of 10,38 of 128  42 of 102,3 of 7  1 of 5,3 of 6  0 of 0,UFC Fight Night: Pettis vs. Moreno
3165,Brad Scott Jack Hermansson,0 of 3  35 of 49,0 of 1  0 of 1,0 of 0  3 of 4,0 of 4  4 of 6,0 of 0  0 of 0,0 of 0  34 of 48,UFC Fight Night: Pettis vs. Moreno
3166,Dustin Ortiz Hector Sandoval,7 of 9  1 of 6,1 of 1  0 of 0,0 of 0  0 of 0,4 of 6  1 of 6,0 of 0  0 of 0,4 of 4  0 of 0,UFC Fight Night: Pettis vs. Moreno
3167,Henry Briones Rani Yahya,0 of 0  1 of 2,0 of 0  0 of 0,0 of 0  2 of 2,0 of 0  2 of 3,0 of 0  0 of 0,0 of 0  1 of 1,UFC Fight Night: Pettis vs. Moreno
3168,Jose Quinonez Diego Rivas,34 of 81  11 of 51,11 of 17  6 of 12,14 of 14  10 of 13,48 of 92  25 of 74,1 of 4  1 of 1,10 of 16  1 of 1,UFC Fight Night: Pettis vs. Moreno
3169,Joseph Morales Robert Sanchez,12 of 22  2 of 5,0 of 0  0 of 1,0 of 0  0 of 0,1 of 4  1 of 3,1 of 2  0 of 0,10 of 16  1 of 3,UFC Fight Night: Pettis vs. Moreno
3170,Alvaro Herrera Mendoza Jordan Rinaldi,2 of 7  3 of 5,0 of 0  0 of 3,0 of 0  3 of 4,2 of 7  6 of 12,0 of 0  0 of 0,0 of 0  0 of 0,UFC Fight Night: Pettis vs. Moreno
3171,Daniel Cormier Jon Jones,29 of 99  33 of 74,12 of 16  32 of 43,17 of 25  30 of 48,46 of 123  76 of 142,12 of 17  4 of 6,0 of 0  15 of 17,UFC 214: Cormier vs. Jones 2
3172,Daniel Cormier Jon Jones,29 of 99  33 of 74,12 of 16  32 of 43,17 of 25  30 of 48,46 of 123  76 of 142,12 of 17  4 of 6,0 of 0  15 of 17,UFC 214: Cormier vs. Jones 2
3173,Tyron Woodley Demian Maia,40 of 131  23 of 83,13 of 18  2 of 3,4 of 4  3 of 3,56 of 152  26 of 87,1 of 1  2 of 2,0 of 0  0 of 0,UFC 214: Cormier vs. Jones 2
3174,Cristiane Justino Tonya Evinger,38 of 99  13 of 54,15 of 22  9 of 17,21 of 22  10 of 14,58 of 115  28 of 78,11 of 22  4 of 7,5 of 6  0 of 0,UFC 214: Cormier vs. Jones 2
3175,Robbie Lawler Donald Cerrone,47 of 116  50 of 127,28 of 37  26 of 32,2 of 3  6 of 7,35 of 101  56 of 125,42 of 55  25 of 40,0 of 0  1 of 1,UFC 214: Cormier vs. Jones 2
3176,Jimi Manuwa Volkan Oezdemir,0 of 2  10 of 17,1 of 1  1 of 1,1 of 1  1 of 1,0 of 2  3 of 7,2 of 2  8 of 9,0 of 0  1 of 3,UFC 214: Cormier vs. Jones 2
3177,Ricardo Lamas Jason Knight,37 of 55  7 of 33,2 of 4  1 of 1,3 of 3  0 of 1,25 of 40  5 of 26,7 of 9  2 of 7,10 of 13  1 of 2,UFC 214: Cormier vs. Jones 2
3178,Aljamain Sterling Renan Barao,41 of 81  10 of 65,15 of 23  6 of 13,15 of 17  3 of 7,36 of 82  9 of 70,7 of 8  2 of 2,28 of 31  8 of 13,UFC 214: Cormier vs. Jones 2
3179,Brian Ortega Renato Moicano,49 of 198  91 of 229,14 of 19  8 of 13,2 of 3  10 of 10,64 of 217  109 of 252,1 of 3  0 of 0,0 of 0  0 of 0,UFC 214: Cormier vs. Jones 2
3180,Andre Fili Calvin Kattar,51 of 173  55 of 137,9 of 14  8 of 10,13 of 15  12 of 13,70 of 193  66 of 143,3 of 9  1 of 5,0 of 0  8 of 12,UFC 214: Cormier vs. Jones 2
3181,Kailin Curran Aleksandra Albu,62 of 127  60 of 150,17 of 22  20 of 29,7 of 8  2 of 2,60 of 118  47 of 138,13 of 19  20 of 25,13 of 20  15 of 18,UFC 214: Cormier vs. Jones 2
3182,Eric Shelton Jarred Brooks,26 of 79  15 of 66,5 of 8  7 of 9,0 of 0  5 of 5,19 of 73  20 of 72,1 of 2  2 of 3,11 of 12  5 of 5,UFC 214: Cormier vs. Jones 2
3183,Joshua Burkman Drew Dober,4 of 7  5 of 17,4 of 6  4 of 6,3 of 5  6 of 6,7 of 14  9 of 21,4 of 4  5 of 7,0 of 0  1 of 1,UFC 214: Cormier vs. Jones 2
3184,Chris Weidman Kelvin Gastelum,25 of 59  21 of 42,6 of 12  4 of 4,5 of 5  1 of 1,24 of 59  14 of 34,6 of 9  2 of 3,6 of 8  10 of 10,UFC Fight Night: Weidman vs. Gastelum
3185,Dennis Bermudez Darren Elkins,39 of 126  42 of 119,18 of 21  24 of 31,12 of 13  4 of 4,47 of 125  34 of 107,22 of 34  33 of 44,0 of 1  3 of 3,UFC Fight Night: Weidman vs. Gastelum
3186,Patrick Cummins Gian Villante,70 of 163  66 of 189,7 of 9  3 of 4,9 of 10  3 of 3,74 of 164  67 of 189,12 of 18  0 of 1,0 of 0  5 of 6,UFC Fight Night: Weidman vs. Gastelum
3187,Jimmie Rivera Thomas Almeida,38 of 114  36 of 121,17 of 29  13 of 20,15 of 17  23 of 26,58 of 146  67 of 160,8 of 10  5 of 7,4 of 4  0 of 0,UFC Fight Night: Weidman vs. Gastelum
3188,Lyman Good Elizeu Zaleski dos Santos,57 of 146  56 of 181,15 of 16  13 of 22,3 of 3  14 of 16,54 of 140  67 of 198,20 of 24  16 of 21,1 of 1  0 of 0,UFC Fight Night: Weidman vs. Gastelum
3189,Rafael Natal Eryk Anders,8 of 16  22 of 28,2 of 3  1 of 1,4 of 4  0 of 0,13 of 20  10 of 13,1 of 3  2 of 2,0 of 0  11 of 14,UFC Fight Night: Weidman vs. Gastelum
3190,Ryan LaFlare Alex Oliveira,2 of 10  4 of 17,3 of 4  1 of 1,0 of 0  3 of 3,2 of 11  6 of 18,0 of 0  2 of 2,3 of 3  0 of 1,UFC Fight Night: Weidman vs. Gastelum
3191,Damian Grabowski Chase Sherman,40 of 150  61 of 168,15 of 19  21 of 26,13 of 19  29 of 34,58 of 173  97 of 211,10 of 15  14 of 17,0 of 0  0 of 0,UFC Fight Night: Weidman vs. Gastelum
